Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
Caesarian sections as a proportion of all births,Percent,Total ,Harare,AFRZWE009,1999,ZIMSTAT_ZDHS_1999,9,
Caesarian sections as a proportion of all births,Percent,Total ,Bulawayo,AFRZWE010,1999,ZIMSTAT_ZDHS_1999,10.7,
Caesarian sections as a proportion of all births,Percent,Total ,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,4.8,
Caesarian sections as a proportion of all births,Percent,Total ,Manicaland,AFRZWE001,2005-2006,ZIMSTAT_ZDHS_2005-06,4,
Caesarian sections as a proportion of all births,Percent,Total ,Mashonaland Central,AFRZWE002,2005-2006,ZIMSTAT_ZDHS_2005-06,2.8,
Caesarian sections as a proportion of all births,Percent,Total ,Mashonaland East,AFRZWE003,2005-2006,ZIMSTAT_ZDHS_2005-06,4.5,
Caesarian sections as a proportion of all births,Percent,Total ,Mashonaland West,AFRZWE004,2005-2006,ZIMSTAT_ZDHS_2005-06,5.9,
Caesarian sections as a proportion of all births,Percent,Total ,Matabeleland North,AFRZWE005,2005-2006,ZIMSTAT_ZDHS_2005-06,3.6,
Caesarian sections as a proportion of all births,Percent,Total ,Matabeleland South,AFRZWE006,2005-2006,ZIMSTAT_ZDHS_2005-06,3.1,
Caesarian sections as a proportion of all births,Percent,Total ,Midlands,AFRZWE007,2005-2006,ZIMSTAT_ZDHS_2005-06,5,
Caesarian sections as a proportion of all births,Percent,Total ,Masvingo,AFRZWE008,2005-2006,ZIMSTAT_ZDHS_2005-06,3.7,
Caesarian sections as a proportion of all births,Percent,Total ,Harare,AFRZWE009,2005-2006,ZIMSTAT_ZDHS_2005-06,7.4,
Caesarian sections as a proportion of all births,Percent,Total ,Bulawayo,AFRZWE010,2005-2006,ZIMSTAT_ZDHS_2005-06,8.7,
Child Dependency Ratio,Percent,Total ,Zimbabwe,AFRZWE,1992,ZIMSTAT_Census_1992,87.92,
Child Dependency Ratio,Percent,Total ,Zimbabwe,AFRZWE,2002,ZIMSTAT_Census _2002,72,
Child Dependency Ratio,Percent,Total ,Zimbabwe,AFRZWE,2008,ZIMSTAT_ICDS_2008,73,
Children aged 12-23 months fully immunised,Percent,Mother no education,Zimbabwe,AFRZWE,1994,ZIMSTAT_ZDHS _1994,72.7,
Children aged 12-23 months fully immunised,Percent,Mother primary,Zimbabwe,AFRZWE,1994,ZIMSTAT_ZDHS _1994,76.8,
Children aged 12-23 months fully immunised,Percent,Rural,Zimbabwe,AFRZWE,1994,ZIMSTAT_ZDHS _1994,78.2,
Children aged 12-23 months fully immunised,Percent,Male,Zimbabwe,AFRZWE,1994,ZIMSTAT_ZDHS _1994,79.2,
Children aged 12-23 months fully immunised,Percent,Total ,Zimbabwe,AFRZWE,1994,ZIMSTAT_ZDHS _1994,80.1,
Children aged 12-23 months fully immunised,Percent,Female,Zimbabwe,AFRZWE,1994,ZIMSTAT_ZDHS _1994,80.9,
Children aged 12-23 months fully immunised,Percent,Urban,Zimbabwe,AFRZWE,1994,ZIMSTAT_ZDHS _1994,84.2,
Children aged 12-23 months fully immunised,Percent,Mother secondary,Zimbabwe,AFRZWE,1994,ZIMSTAT_ZDHS _1994,87.1,
Children aged 12-23 months fully immunised,Percent,Mother no education,Zimbabwe,AFRZWE,1999,ZIMSTAT_ZDHS_1999,67.2,
Children in Non-economic Child Labour (5-14 years),Percent,Total ,Zimbabwe,AFRZWE,2004,ZIMSTAT_Child Labour Report_2004,2.4,
Children in Non-economic Child Labour (5-14 years),Percent,Total ,Manicaland,AFRZWE001,2004,ZIMSTAT_Child Labour Report_2004,1.7,
Underweight prevalence,Percent,0 - 59 months,Harare,AFRZWE009,2005-2006,ZIMSTAT_ZDHS_2005-06,10.2,
Underweight prevalence,Percent,0 - 59 months,Bulawayo,AFRZWE010,2005-2006,ZIMSTAT_ZDHS_2005-06,13.8,
Underweight prevalence,Percent,Mother secondary,Zimbabwe,AFRZWE,2009,ZIMSTAT_MIMS_2009,13.8,
Underweight prevalence,Percent,Fourth Wealth Quartile,Zimbabwe,AFRZWE,2009,ZIMSTAT_MIMS_2009,14.9,
Underweight prevalence,Percent,Female,Zimbabwe,AFRZWE,2009,ZIMSTAT_MIMS_2009,15.6,
Underweight prevalence,Percent,Total ,Zimbabwe,AFRZWE,2009,ZIMSTAT_MIMS_2009,16.2,
Underweight prevalence,Percent,Urban,Zimbabwe,AFRZWE,2009,ZIMSTAT_MIMS_2009,16.2,
Acceptance attitude not to keep secret that a family member has HIV,Percent,Female 15-49 yr,Mashonaland West,AFRZWE004,2005-2006,ZIMSTAT_ZDHS_2005-06,44.3,
Acceptance attitude not to keep secret that a family member has HIV,Percent,Male 15-49 yr,Matabeleland North,AFRZWE005,2005-2006,ZIMSTAT_ZDHS_2005-06,62.3,
Acceptance attitude not to keep secret that a family member has HIV,Percent,Female 15-49 yr,Matabeleland North,AFRZWE005,2005-2006,ZIMSTAT_ZDHS_2005-06,64.8,
Acceptance attitude not to keep secret that a family member has HIV,Percent,Female 15-49 yr,Matabeleland South,AFRZWE006,2005-2006,ZIMSTAT_ZDHS_2005-06,66.6,
Acceptance attitude not to keep secret that a family member has HIV,Percent,Male 15-49 yr,Matabeleland South,AFRZWE006,2005-2006,ZIMSTAT_ZDHS_2005-06,72.8,
Acceptance attitude not to keep secret that a family member has HIV,Percent,Female 15-49 yr,Midlands,AFRZWE007,2005-2006,ZIMSTAT_ZDHS_2005-06,41.6,
Acceptance attitude not to keep secret that a family member has HIV,Percent,Male 15-49 yr,Midlands,AFRZWE007,2005-2006,ZIMSTAT_ZDHS_2005-06,43.2,
Acceptance attitude not to keep secret that a family member has HIV,Percent,Male 15-49 yr,Masvingo,AFRZWE008,2005-2006,ZIMSTAT_ZDHS_2005-06,55.2,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female Higher education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,93.6,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male Higher education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,95.4,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-19,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,96.6,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Manicaland,AFRZWE001,2005-2006,ZIMSTAT_ZDHS_2005-06,70.4,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Manicaland,AFRZWE001,2005-2006,ZIMSTAT_ZDHS_2005-06,76.3,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Mashonaland Central,AFRZWE002,2005-2006,ZIMSTAT_ZDHS_2005-06,63.2,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Mashonaland Central,AFRZWE002,2005-2006,ZIMSTAT_ZDHS_2005-06,63.3,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Mashonaland East,AFRZWE003,2005-2006,ZIMSTAT_ZDHS_2005-06,71.6,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Mashonaland East,AFRZWE003,2005-2006,ZIMSTAT_ZDHS_2005-06,73.2,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Mashonaland West,AFRZWE004,2005-2006,ZIMSTAT_ZDHS_2005-06,60.7,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Mashonaland West,AFRZWE004,2005-2006,ZIMSTAT_ZDHS_2005-06,65.4,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Matabeleland North,AFRZWE005,2005-2006,ZIMSTAT_ZDHS_2005-06,59.1,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Matabeleland North,AFRZWE005,2005-2006,ZIMSTAT_ZDHS_2005-06,70.5,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Matabeleland South,AFRZWE006,2005-2006,ZIMSTAT_ZDHS_2005-06,65.6,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Matabeleland South,AFRZWE006,2005-2006,ZIMSTAT_ZDHS_2005-06,84.3,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Midlands,AFRZWE007,2005-2006,ZIMSTAT_ZDHS_2005-06,69.2,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Midlands,AFRZWE007,2005-2006,ZIMSTAT_ZDHS_2005-06,75.6,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Masvingo,AFRZWE008,2005-2006,ZIMSTAT_ZDHS_2005-06,57.6,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Masvingo,AFRZWE008,2005-2006,ZIMSTAT_ZDHS_2005-06,71.2,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Harare,AFRZWE009,2005-2006,ZIMSTAT_ZDHS_2005-06,86.6,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Harare,AFRZWE009,2005-2006,ZIMSTAT_ZDHS_2005-06,88.9,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Female 15-49 yr,Bulawayo,AFRZWE010,2005-2006,ZIMSTAT_ZDHS_2005-06,83.8,
Acceptance attitude of a female teacher with HIV who should be allowed to continue teaching,Percent,Male 15-49 yr,Bulawayo,AFRZWE010,2005-2006,ZIMSTAT_ZDHS_2005-06,87.1,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female No education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,39.6,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female Primary education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,46.1,
Children aged 12-23 months fully immunised,Percent,Rural,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,50,
Children aged 12-23 months fully immunised,Percent,Middle Wealth Quartile,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,50.9,
Children aged 12-23 months fully immunised,Percent,Male,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,51.4,
Children aged 12-23 months fully immunised,Percent,Second Wealth Quartile,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,52.3,
Children aged 12-23 months fully immunised,Percent,Female,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,53.8,
Children aged 12-23 months fully immunised,Percent,Mother secondary,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,55.3,
Children aged 12-23 months fully immunised,Percent,Fourth Wealth Quartile,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,56.5,
Children aged 12-23 months fully immunised,Percent,Urban,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,58,
Children aged 12-23 months fully immunised,Percent,Highest Wealth Quartile,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,63.8,
Children aged 12-23 months fully immunised,Percent,Mother higher,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,72.8,
Children aged 12-23 months fully immunised,Percent,Total ,Manicaland,AFRZWE001,2005-2006,ZIMSTAT_ZDHS_2005-06,41.2,
Children aged 12-23 months fully immunised,Percent,Total ,Mashonaland Central,AFRZWE002,2005-2006,ZIMSTAT_ZDHS_2005-06,56.6,
Children aged 12-23 months fully immunised,Percent,Total ,Mashonaland East,AFRZWE003,2005-2006,ZIMSTAT_ZDHS_2005-06,79.6,
Children aged 12-23 months fully immunised,Percent,Total ,Mashonaland West,AFRZWE004,2005-2006,ZIMSTAT_ZDHS_2005-06,56.3,
Children aged 12-23 months fully immunised,Percent,Total ,Matabeleland North,AFRZWE005,2005-2006,ZIMSTAT_ZDHS_2005-06,49.9,
Children aged 12-23 months fully immunised,Percent,Total ,Matabeleland South,AFRZWE006,2005-2006,ZIMSTAT_ZDHS_2005-06,49.5,
Children aged 12-23 months fully immunised,Percent,Total ,Midlands,AFRZWE007,2005-2006,ZIMSTAT_ZDHS_2005-06,42.6,
Children aged 12-23 months fully immunised,Percent,Total ,Masvingo,AFRZWE008,2005-2006,ZIMSTAT_ZDHS_2005-06,50.2,
Children aged 12-23 months fully immunised,Percent,Total ,Harare,AFRZWE009,2005-2006,ZIMSTAT_ZDHS_2005-06,51.3,
Children aged 12-23 months fully immunised,Percent,Total ,Bulawayo,AFRZWE010,2005-2006,ZIMSTAT_ZDHS_2005-06,71.8,
Bed occupancy,Percent,Total ,Zimbabwe,AFRZWE,2003,ZTA_Zimbabwe Tourism Authority,39,
Bed occupancy,Percent,Total ,Zimbabwe,AFRZWE,2004,ZTA_Zimbabwe Tourism Authority,30,
Bed occupancy,Percent,Total ,Zimbabwe,AFRZWE,2005,ZTA_Zimbabwe Tourism Authority,28,
Bed occupancy,Percent,Total ,Zimbabwe,AFRZWE,2006,ZIMSTAT_IMT Section_-,26,
Bed occupancy,Percent,Total ,Zimbabwe,AFRZWE,2006,ZTA_Zimbabwe Tourism Authority,27,
Bed occupancy,Percent,Total ,Zimbabwe,AFRZWE,2007,ZTA_Zimbabwe Tourism Authority,32,
Bed occupancy,Percent,Total ,Zimbabwe,AFRZWE,2008,ZTA_Zimbabwe Tourism Authority,33,
Average land holding size,Percent,Poor,Mashonaland West,AFRZWE004,2003,MPSL&SW_PASS_2003,3.3,
Average land holding size,Percent,Very Poor,Mashonaland West,AFRZWE004,2003,MPSL&SW_PASS_2003,3.5,
Average land holding size,Percent,Total ,Mashonaland West,AFRZWE004,2003,MPSL&SW_PASS_2003,3.79,
Average land holding size,Percent,Non Poor,Mashonaland West,AFRZWE004,2003,MPSL&SW_PASS_2003,4.68,
Average land holding size,Percent,Poor,Matabeleland North,AFRZWE005,2003,MPSL&SW_PASS_2003,3.45,
Average land holding size,Percent,Very Poor,Matabeleland North,AFRZWE005,2003,MPSL&SW_PASS_2003,3.57,
Average land holding size,Percent,Total ,Matabeleland North,AFRZWE005,2003,MPSL&SW_PASS_2003,3.79,
Average land holding size,Percent,Non Poor,Matabeleland North,AFRZWE005,2003,MPSL&SW_PASS_2003,4.64,
Average land holding size,Percent,Very Poor,Matabeleland South,AFRZWE006,2003,MPSL&SW_PASS_2003,3.08,
Average land holding size,Percent,Poor,Matabeleland South,AFRZWE006,2003,MPSL&SW_PASS_2003,3.26,
Average land holding size,Percent,Total ,Matabeleland South,AFRZWE006,2003,MPSL&SW_PASS_2003,3.32,
Average land holding size,Percent,Non Poor,Matabeleland South,AFRZWE006,2003,MPSL&SW_PASS_2003,3.8,
Average land holding size,Percent,Poor,Midlands,AFRZWE007,2003,MPSL&SW_PASS_2003,4.2,
Average land holding size,Percent,Total ,Midlands,AFRZWE007,2003,MPSL&SW_PASS_2003,4.95,
Average land holding size,Percent,Non Poor,Midlands,AFRZWE007,2003,MPSL&SW_PASS_2003,4.99,
Average land holding size,Percent,Very Poor,Midlands,AFRZWE007,2003,MPSL&SW_PASS_2003,5.08,
Average land holding size,Percent,Total ,Chirumanzu,AFRZWE007001,2003,MPSL&SW_PASS_2003,4.3,
Average land holding size,Percent,Total ,Gokwe_South,AFRZWE007002,2003,MPSL&SW_PASS_2003,5.9,
Average land holding size,Percent,Total ,Gweru,AFRZWE007003,2003,MPSL&SW_PASS_2003,5.3,
Average land holding size,Percent,Total ,Kwekwe,AFRZWE007004,2003,MPSL&SW_PASS_2003,3.1,
Average land holding size,Percent,Total ,Mberengwa,AFRZWE007005,2003,MPSL&SW_PASS_2003,3.7,
Average land holding size,Percent,Total ,Shurugwi,AFRZWE007006,2003,MPSL&SW_PASS_2003,4.9,
Average land holding size,Percent,Total ,Zvishavane,AFRZWE007007,2003,MPSL&SW_PASS_2003,3.3,
Average land holding size,Percent,Total ,Gokwe_North,AFRZWE007008,2003,MPSL&SW_PASS_2003,6.5,
Average land holding size,Percent,Very Poor,Masvingo,AFRZWE008,2003,MPSL&SW_PASS_2003,3.06,
Average land holding size,Percent,Poor,Masvingo,AFRZWE008,2003,MPSL&SW_PASS_2003,4.58,
Average land holding size,Percent,Total ,Masvingo,AFRZWE008,2003,MPSL&SW_PASS_2003,5.49,
Average land holding size,Percent,Non Poor,Masvingo,AFRZWE008,2003,MPSL&SW_PASS_2003,9.65,
Average length of stay(nights),Number,Total ,Zimbabwe,AFRZWE,1999,ZTA_Zimbabwe Tourism Authority,3.1,
Average length of stay(nights),Number,Total ,Zimbabwe,AFRZWE,2000,ZTA_Zimbabwe Tourism Authority,3.1,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male Primary education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,51.2,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Rural Female,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,51.7,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male No education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,53.1,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 40-49 yr,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,53.6,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female Married,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,54.3,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 30-39 yr,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,56.3,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-19,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,56.6,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,56.8,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male Never married ever had sex,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,67,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male 15-54,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,67.1,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male 30-39 yr,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,68.9,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male Never married never had sex,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,68.9,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male 20-24,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,69.8,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male 25-29,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,70.7,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male Secondary education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,72,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Urban Male,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,74.3,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female Higher education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,80.8,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Male Higher education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,86.7,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Manicaland,AFRZWE001,2005-2006,ZIMSTAT_ZDHS_2005-06,56.2,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Mashonaland Central,AFRZWE002,2005-2006,ZIMSTAT_ZDHS_2005-06,55,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Mashonaland East,AFRZWE003,2005-2006,ZIMSTAT_ZDHS_2005-06,56.4,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Mashonaland West,AFRZWE004,2005-2006,ZIMSTAT_ZDHS_2005-06,53.5,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Matabeleland North,AFRZWE005,2005-2006,ZIMSTAT_ZDHS_2005-06,52.1,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Matabeleland South,AFRZWE006,2005-2006,ZIMSTAT_ZDHS_2005-06,56.7,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Midlands,AFRZWE007,2005-2006,ZIMSTAT_ZDHS_2005-06,58.2,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Masvingo,AFRZWE008,2005-2006,ZIMSTAT_ZDHS_2005-06,49.1,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Harare,AFRZWE009,2005-2006,ZIMSTAT_ZDHS_2005-06,61.8,
Acceptance attitude of not buying fresh vegetables from a shop keeper with HIV,Percent,Female 15-49 yr,Bulawayo,AFRZWE010,2005-2006,ZIMSTAT_ZDHS_2005-06,67.1,
Acceptance attitude of caring for family member with HIV in own home,Percent,Male 15-19,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,60.6,
Acceptance attitude of caring for family member with HIV in own home,Percent,Male Primary education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,63,
Acceptance attitude of caring for family member with HIV in own home,Percent,Male Never married never had sex,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,63.8,
Acceptance attitudes towards people with HIV/AIDS,Percent,Female Higher education,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,19.5,
Acceptance attitudes towards people with HIV/AIDS,Percent,Female Never married ever had sex,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,21.1,
Acceptance attitudes towards people with HIV/AIDS,Percent,Male 40-49 yr,Zimbabwe,AFRZWE,2005-2006,ZIMSTAT_ZDHS_2005-06,9.1,
